-1	0	1	GD_00053	NA's	tot_avail
RB_29213640	108	324	1	3	108	433
RB_29362868	371	1	64	371	1	436
RB_29465265	104	299	32	1	104	435
RB_29723749	174	236	1	25	174	411
RB_29730777	231	183	1	21	231	415
RB_29917745	212	210	1	13	212	423
RB_30075128	182	223	1	30	182	406
RB_30223751	358	1	77	358	1	436
RB_30289276	151	282	1	2	151	434
RB_30289681	150	283	1	2	150	434
RB_3034504_	222	213	1	222	213	436
RB_30377236	54	341	38	1	2	433
RB_30403968	361	1	74	361	1	436
RB_30481224	120	313	1	2	120	434
RB_3064284_	217	155	1	63	217	373
RB_31059344	204	189	1	42	204	394
RB_31160644	176	258	1	1	176	435
RB_31295437	59	241	135	1	59	435
RB_3135072_	80	274	81	1	80	435
RB_31365126	118	317	1	118	317	436
RB_31626705	166	248	1	21	166	415
RB_31667231	214	157	1	64	214	372
RB_31685318	214	122	1	99	214	337
RB_31707563	216	217	1	2	216	434
RB_32121227	121	300	1	14	121	422
RB_3243976_	215	220	1	215	220	436
RB_32730568	5	392	38	1	5	435
RB_32737388	91	344	1	91	344	436
RB_32997136	211	224	1	211	224	436
RB_3299822_	171	232	1	32	171	404
RB_33065704	175	237	1	23	175	413
RB_33259280	209	186	1	40	209	396
RB_33286299	231	202	1	2	231	434
RB_33383602	173	243	1	19	173	417
RB_33667246	201	217	1	17	201	419
RB_3377332_	182	183	1	70	182	366
RB_34228187	373	1	62	373	1	436
RB_34233785	199	204	1	32	199	404
RB_34448952	82	353	1	82	353	436
RB_34459777	113	242	1	80	113	356
RB_3458220_	228	175	1	32	228	404
RB_3463154_	231	201	1	3	231	433
RB_34977942	377	1	58	377	1	436
RB_3503210_	38	396	1	1	38	435
RB_35171763	80	354	1	1	80	435
RB_35192538	113	316	1	6	113	430
RB_35422934	114	315	1	6	114	430
RB_3543730_	39	313	83	1	39	435
RB_35490042	203	181	1	51	203	385
RB_35612232	46	389	1	46	389	436
RB_35835624	232	127	1	76	232	360
RB_35850734	170	265	1	170	265	436
RB_35958135	207	186	1	42	207	394
RB_36008454	170	264	1	1	170	435
RB_3601270_	164	270	1	1	164	435
RB_36033314	106	329	1	106	329	436
RB_36091067	29	296	110	1	29	435
RB_36100460	66	338	31	1	66	435
RB_36487489	218	160	1	57	218	379
RB_36490942	220	136	1	79	220	357
RB_36862797	3	169	262	1	1	434
RB_36898184	74	361	1	74	361	436
RB_36927967	44	390	1	1	44	435
RB_37110581	217	215	1	3	217	433
RB_371869_L	4	386	45	1	4	435
RB_3725831_	229	142	1	64	229	372
RB_372637_L	114	321	1	114	321	436
RB_3776960_	39	251	145	1	39	435
RB_3779751_	172	232	1	31	172	405
RB_38008622	200	201	1	34	200	402
RB_38238865	43	175	216	1	1	434
RB_38459727	48	308	75	1	4	431
RB_3864649_	100	335	1	100	335	436
RB_38697189	42	393	1	42	393	436
RB_3878697_	108	324	1	3	108	433
RB_38977655	190	231	1	14	190	422
RB_39010781	179	241	1	15	179	421
RB_3922847_	207	171	1	57	207	379
RB_39497984	230	182	1	23	230	413
RB_39576068	37	398	1	37	398	436
RB_39786717	48	387	1	48	387	436
RB_40025534	28	405	1	2	28	434
RB_40045235	226	209	1	226	209	436
RB_413069_L	234	142	1	59	234	377
RB_4155923_	147	252	1	36	147	400
RB_4157765_	82	282	71	1	82	435
RB_4173950_	221	132	1	82	221	354
RB_4175763_	101	334	1	101	334	436
RB_4176344_	223	173	1	39	223	397
RB_4227094_	203	204	1	28	203	408
RB_4336568_	382	1	53	382	1	436
RB_4411200_	218	195	1	22	218	414
RB_4461663_	205	205	1	25	205	411
RB_44682057	57	321	57	1	57	435
RB_4554020_	211	170	1	54	211	382
RB_4554235_	225	1	210	225	1	436
RB_45910901	210	148	1	77	210	359
RB_45932116	209	149	1	77	209	359
RB_4635144_	288	138	1	9	288	427
RB_46758413	179	188	1	68	179	368
RB_4746500_	232	177	1	26	232	410
RB_4782504_	210	170	1	55	210	381
RB_4838321_	42	393	1	42	393	436
RB_4936897_	239	160	1	36	239	400
RB_4973511_	141	270	24	1	141	435
RB_4987187_	45	328	62	1	45	435
RB_500084_L	116	318	1	1	116	435
RB_51295332	42	393	1	42	393	436
RB_516728_L	243	121	1	71	243	365
RB_5173778_	257	162	1	16	257	420
RB_5232792_	217	131	1	87	217	349
RB_54456004	145	242	1	48	145	388
RB_551887_L	44	391	1	44	391	436
RB_5611802_	210	206	1	19	210	417
RB_586914_L	340	85	1	10	340	426
RB_5943747_	185	228	1	22	185	414
RB_5973848_	82	352	1	1	82	435
RB_6005626_	212	203	1	20	212	416
RB_612490_L	94	240	100	1	1	434
RB_6192018_	179	256	1	179	256	436
RB_6230318_	123	295	1	17	123	419
RB_6300357_	51	355	29	1	51	435
RB_6361691_	49	385	1	1	49	435
RB_6372814_	219	200	16	1	219	435
RB_6372895_	219	200	16	1	219	435
RB_6451182_	49	386	1	49	386	436
RB_6465741_	194	156	1	85	194	351
RB_6499131_	242	191	1	2	242	434
RB_6595951_	368	1	67	368	1	436
RB_6616886_	207	191	1	37	207	399
RB_6665064_	163	219	1	53	163	383
RB_6697510_	47	387	1	1	47	435
RB_6782368_	90	345	1	90	345	436
RB_699123_L	122	240	1	73	122	363
RB_7044670_	173	260	1	2	173	434
RB_708042_L	115	319	1	1	115	435
RB_7097620_	38	396	1	1	38	435
RB_7146440_	194	224	1	17	194	419
RB_7164921_	90	225	100	1	20	415
RB_7171067_	116	243	76	1	116	435
RB_7228622_	230	109	1	96	230	340
RB_7311903_	145	277	1	13	145	423
RB_735528_L	213	222	1	213	222	436
RB_738185_L	241	122	1	72	241	364
RB_7699964_	44	390	1	1	44	435
RB_7877366_	214	132	1	89	214	347
RB_788558_L	44	391	1	44	391	436
RB_8101776_	190	245	1	190	245	436
RB_810662_L	36	302	1	97	36	339
RB_815140_L	38	397	1	38	397	436
RB_8229716_	155	223	1	57	155	379
RB_8248084_	192	243	1	192	243	436
RB_830930_L	186	229	1	20	186	416
RB_8342463_	188	205	1	42	188	394
RB_8440063_	237	170	1	28	237	408
RB_8507285_	216	175	1	44	216	392
RB_8533446_	47	388	1	47	388	436
RB_8643407_	373	1	62	373	1	436
RB_8666295_	84	335	1	16	84	420
RB_8802561_	174	261	1	174	261	436
RB_8806260_	106	319	1	10	106	426
RB_8810680_	197	220	1	18	197	418
RB_8936738_	224	1	211	224	1	436
RB_8945207_	224	183	1	28	224	408
RB_9090256_	93	341	1	1	93	435
RB_9112020_	216	179	1	40	216	396
RB_9119037_	217	178	1	40	217	396
RB_9121744_	154	281	1	154	281	436
RB_9267886_	134	234	67	1	134	435
RB_9507490_	205	206	1	24	205	412
RB_9544220_	157	262	1	16	157	420
RB_957743_L	228	186	1	21	228	415
RB_9838626_	241	194	1	241	194	436
RB_10537812	280	155	1	280	155	436
RB_10597805	302	133	1	302	133	436
RB_1101058_	172	213	1	50	172	386
RB_11386591	402	33	1	402	33	436
RB_11414678	224	172	1	39	224	397
RB_11451663	224	188	1	23	224	413
RB_11719235	321	113	1	1	321	435
RB_11859098	113	243	1	79	113	357
RB_1187517_	352	83	1	352	83	436
RB_11958448	205	205	1	25	205	411
RB_1195935_	220	215	1	220	215	436
RB_12139342	125	234	1	76	125	360
RB_12352575	258	174	1	3	258	433
RB_12364910	179	222	1	34	179	402
RB_12886110	254	181	1	254	181	436
RB_12919113	368	1	67	368	1	436
RB_13680239	71	140	223	1	1	434
RB_13921344	183	210	1	42	183	394
RB_14233188	170	245	20	1	170	435
RB_14512918	216	219	1	216	219	436
RB_14580745	340	89	1	6	340	430
RB_15211202	212	223	1	212	223	436
RB_16037281	334	88	1	13	334	423
RB_16552703	386	49	1	386	49	436
RB_16719136	274	161	1	274	161	436
RB_16720641	386	49	1	386	49	436
RB_1674505_	247	166	1	22	247	414
RB_17312775	376	1	59	376	1	436
RB_17565719	102	164	165	1	4	431
RB_17592310	235	175	1	25	235	411
RB_1790459_	250	184	1	1	250	435
RB_18224270	224	166	1	45	224	391
RB_18324149	372	1	63	372	1	436
RB_19224299	199	212	1	24	199	412
RB_19727005	175	239	1	21	175	415
RB_19786931	221	186	1	28	221	408
RB_19929848	158	254	22	1	1	434
RB_21163375	389	46	1	389	46	436
RB_21327009	70	250	115	1	70	435
RB_21623475	234	185	16	1	234	435
RB_21693978	367	1	68	367	1	436
RB_22126816	176	208	1	51	176	385
RB_22160069	92	319	24	1	92	435
RB_22652840	86	302	47	1	86	435
RB_23409284	334	100	1	1	334	435
RB_23735217	217	218	1	217	218	436
RB_23859847	361	74	1	361	74	436
RB_2386872_	2	181	252	1	2	435
RB_24006092	346	80	1	9	346	427
RB_24046950	365	70	1	365	70	436
RB_24158738	367	68	1	367	68	436
RB_24174303	255	179	1	1	255	435
RB_24525168	176	230	1	29	176	407
RB_24744626	157	211	67	1	157	435
RB_24747820	379	1	56	379	1	436
RB_24796798	361	74	1	361	74	436
RB_25179171	195	239	1	1	195	435
RB_25607759	314	120	1	1	314	435
RB_25903444	315	120	1	315	120	436
RB_26013420	231	204	1	231	204	436
RB_26127140	187	228	1	20	187	416
RB_27011620	224	184	1	27	224	409
RB_27155494	245	176	1	14	245	422
RB_27168371	145	217	1	73	145	363
RB_2851448_	256	179	1	256	179	436
RB_28599216	180	220	1	35	180	401
RB_28699805	217	199	1	19	217	417
RB_29020445	325	99	1	11	325	425
RB_29660783	377	1	58	377	1	436
RB_30206374	210	212	1	13	210	423
RB_30299235	37	315	83	1	37	435
RB_30305383	404	31	1	404	31	436
RB_30366787	318	117	1	318	117	436
RB_31321013	316	114	1	5	316	431
RB_31659789	359	76	1	359	76	436
RB_32171222	46	355	34	1	46	435
RB_32472396	346	80	1	9	346	427
RB_33250295	186	209	1	40	186	396
RB_33278360	225	185	1	25	225	411
RB_33670772	345	89	1	1	345	435
RB_33709896	45	307	83	1	45	435
RB_33896449	48	166	213	1	8	427
RB_343464_L	324	97	1	14	324	422
RB_34488739	204	207	1	24	204	412
RB_3469064_	395	40	1	395	40	436
RB_35458744	158	199	1	78	158	358
RB_35939850	351	77	1	7	351	429
RB_35954489	265	170	1	265	170	436
RB_36329748	397	38	1	397	38	436
RB_36357685	59	205	171	1	59	435
RB_36546287	202	187	1	46	202	390
RB_36780856	87	238	1	110	87	326
RB_37052690	224	192	19	1	224	435
RB_3783110_	391	1	44	391	1	436
RB_3855345_	171	237	1	27	171	409
RB_40085225	230	191	1	14	230	422
RB_40092827	182	230	1	23	182	413
RB_4101051_	224	1	211	224	1	436
RB_4435852_	45	386	4	1	45	435
RB_506758_L	252	181	1	2	252	434
RB_51276899	326	98	1	11	326	425
RB_5411076_	387	48	1	387	48	436
RB_5944490_	29	353	53	1	29	435
RB_5949706_	246	105	1	84	246	352
RB_6160259_	355	80	1	355	80	436
RB_6212477_	184	222	1	29	184	407
RB_6402288_	386	48	1	1	386	435
RB_6590432_	233	183	1	19	233	417
RB_6704249_	262	78	1	95	262	341
RB_6893289_	209	226	1	209	226	436
RB_7202056_	250	184	1	1	250	435
RB_7220033_	163	216	1	56	163	380
RB_8702100_	220	181	1	34	220	402
RB_8730844_	299	135	1	1	299	435
RB_9088223_	336	98	1	1	336	435
RB_9092272_	336	98	1	1	336	435
RB_9337414_	387	48	1	387	48	436
RB_966107_L	239	175	1	21	239	415
RB_9907051_	212	200	1	23	212	413
RB_995048_L	81	211	143	1	81	435
RB_10376441	88	347	1	88	347	436
RB_10388012	181	252	1	2	181	434
RB_10708802	227	147	1	61	227	375
RB_10712688	196	217	1	22	196	414
RB_10714013	217	185	1	33	217	403
RB_11001915	84	194	156	1	1	434
RB_1108141_	86	333	1	16	86	420
RB_11386714	183	213	1	39	183	397
RB_11411515	172	224	1	39	172	397
RB_1145997_	187	248	1	187	248	436
RB_11552808	202	156	1	77	202	359
RB_11573565	180	238	1	17	180	419
RB_11595996	221	190	1	24	221	412
RB_11771410	230	201	1	4	230	432
RB_11831569	222	149	1	64	222	372
RB_11858781	107	328	1	107	328	436
RB_11933435	82	352	1	1	82	435
RB_11952578	166	269	1	166	269	436
RB_11970050	225	119	1	91	225	345
RB_11972840	51	384	1	51	384	436
RB_12093889	219	139	1	77	219	359
RB_12159735	239	148	1	48	239	388
RB_12194485	229	201	1	5	229	431
RB_1241072_	189	246	1	189	246	436
RB_12422488	138	265	1	32	138	404
RB_12558583	208	185	1	42	208	394
RB_12632221	215	185	1	35	215	401
RB_1272762_	224	1	211	224	1	436
RB_12903929	184	228	1	23	184	413
RB_12933833	184	228	1	23	184	413
RB_12934511	242	148	1	45	242	391
RB_13055225	186	226	1	23	186	413
RB_13068176	235	182	1	18	235	418
RB_1323911_	47	388	1	47	388	436
RB_13348603	92	336	1	7	92	429
RB_13512352	154	208	1	73	154	363
RB_13641108	123	312	1	123	312	436
RB_13646169	55	344	32	1	4	431
RB_13651288	207	186	1	42	207	394
RB_13676580	142	175	1	118	142	318
RB_14001081	43	392	1	43	392	436
RB_14298908	119	233	1	83	119	353
RB_14333819	120	234	1	81	120	355
RB_14350830	211	224	1	211	224	436
RB_14365897	85	334	1	16	85	420
RB_14437669	176	259	1	176	259	436
RB_14437846	176	259	1	176	259	436
RB_14484409	215	178	1	42	215	394
RB_14504645	259	163	1	13	259	423
RB_14662213	196	239	1	196	239	436
RB_14680263	241	147	1	47	241	389
RB_14704244	52	383	1	52	383	436
RB_1540624_	80	268	1	87	80	349
RB_15494702	266	127	1	42	266	394
RB_15707000	47	388	1	47	388	436
RB_15760100	220	186	1	29	220	407
RB_15762340	91	344	1	91	344	436
RB_16050155	92	337	1	6	92	430
RB_1638129_	226	1	209	226	1	436
RB_16478194	213	186	1	36	213	400
RB_16552378	97	324	1	14	97	422
RB_16729529	136	285	1	14	136	422
RB_17032808	132	288	1	15	132	421
RB_17043353	86	349	1	86	349	436
RB_17046031	196	209	1	30	196	406
RB_17242135	158	257	1	20	158	416
RB_17245435	158	257	1	20	158	416
RB_17343145	156	278	1	1	156	435
RB_17361806	157	278	1	157	278	436
RB_17368072	174	237	1	24	174	412
RB_1765225_	47	388	1	47	388	436
RB_17892578	82	353	1	82	353	436
RB_17921038	209	221	5	1	209	435
RB_18003967	182	252	1	1	182	435
RB_18004558	220	167	1	48	220	388
RB_1804847_	102	321	1	12	102	424
RB_1816057_	227	184	1	24	227	412
RB_18192194	195	205	1	35	195	401
RB_18272664	210	225	1	210	225	436
RB_18379820	160	275	1	160	275	436
RB_18399291	38	397	1	38	397	436
RB_18628780	116	293	26	1	116	435
RB_18714053	211	205	1	19	211	417
RB_18794918	3	223	209	1	3	435
RB_18837099	83	337	1	15	83	421
RB_18843281	81	338	1	16	81	420
RB_19301602	80	340	1	15	80	421
RB_19384185	62	223	150	1	62	435
RB_1948548_	228	1	207	228	1	436
RB_19606107	82	338	1	15	82	421
RB_1969453_	2	182	251	1	2	435
RB_197462_L	43	392	1	43	392	436
RB_19752961	240	141	1	54	240	382
RB_20367259	105	330	1	105	330	436
RB_20377010	186	223	1	26	186	410
RB_20428802	162	273	1	162	273	436
RB_2073815_	130	290	1	15	130	421
RB_21201745	172	242	1	21	172	415
RB_2130966_	43	392	1	43	392	436
RB_21316696	231	192	1	12	231	424
RB_21326884	377	1	58	377	1	436
RB_21385102	82	353	1	82	353	436
RB_2138918_	43	392	1	43	392	436
RB_21401673	40	205	190	1	40	435
RB_21618606	235	179	1	21	235	415
RB_21716536	187	222	1	26	187	410
RB_21774157	45	390	1	45	390	436
RB_22247625	367	1	68	367	1	436
RB_22376050	71	364	1	71	364	436
RB_2244430_	238	113	1	84	238	352
RB_22741563	369	1	66	369	1	436
RB_23203278	224	137	1	74	224	362
RB_2337559_	157	267	1	11	157	425
RB_23383939	46	389	1	46	389	436
RB_23403516	72	363	1	72	363	436
RB_23415983	370	1	65	370	1	436
RB_23446212	196	239	1	196	239	436
RB_23462644	370	1	65	370	1	436
RB_23713008	238	196	1	1	238	435
RB_23751350	196	212	1	27	196	409
RB_2378561_	172	247	1	16	172	420
RB_23839160	45	390	1	45	390	436
RB_24104888	92	343	1	92	343	436
RB_24111076	105	296	34	1	105	435
RB_24133020	46	389	1	46	389	436
RB_2425858_	142	218	1	75	142	361
RB_246638_L	200	214	1	21	200	415
RB_24821574	201	203	1	31	201	405
RB_24829373	181	254	1	181	254	436
RB_25034592	45	389	1	1	45	435
RB_25043574	133	297	1	5	133	431
RB_25206470	182	252	1	1	182	435
RB_25259266	363	1	72	363	1	436
RB_25283086	352	83	1	352	83	436
RB_25370424	221	174	1	40	221	396
RB_25680654	69	209	157	1	69	435
RB_256845_L	104	325	6	1	104	435
RB_26099970	212	178	1	45	212	391
RB_26342765	180	246	1	9	180	427
RB_26487167	181	253	1	1	181	435
RB_2659646_	236	1	199	236	1	436
RB_26729916	354	80	1	1	354	435
RB_26810795	143	289	1	3	143	433
RB_26877863	240	140	1	55	240	381
RB_26979906	120	315	1	120	315	436
RB_27300417	222	173	1	40	222	396
RB_2741553_	37	392	1	6	37	430
RB_27656951	137	288	1	10	137	426
RB_27698167	118	315	1	2	118	434
RB_27703600	118	316	1	1	118	435
RB_27832806	213	190	1	32	213	404
RB_27987569	41	393	1	1	41	435
RB_2813296_	107	236	1	92	107	344
RB_28160723	138	297	1	138	297	436
RB_2826288_	154	281	1	154	281	436
RB_28632998	94	330	1	11	94	425
RB_28693156	242	134	1	59	242	377
RB_28734396	175	260	1	175	260	436
RB_29044684	100	324	1	11	100	425
RB_29163276	193	242	1	193	242	436
RB_29213692	111	324	1	111	324	436
RB_29324859	89	337	1	9	89	427
RB_29370809	216	177	1	42	216	394
RB_29503558	224	211	1	224	211	436
RB_29528073	227	147	1	61	227	375
RB_29562018	98	337	1	98	337	436
RB_2956505_	218	217	1	218	217	436
RB_29621172	206	214	1	15	206	421
RB_29678862	101	334	1	101	334	436
RB_29832087	173	261	1	1	173	435
RB_29843361	192	204	1	39	192	397
RB_29946084	191	205	1	39	191	397
RB_29953390	100	335	1	100	335	436
RB_30141206	154	280	1	1	154	435
RB_30331070	117	318	1	117	318	436
RB_3055741_	222	213	1	222	213	436
RB_30691702	142	213	1	80	142	356
RB_30846581	128	287	20	1	128	435
RB_31089065	205	187	1	43	205	393
RB_31100089	99	336	1	99	336	436
RB_31145617	145	290	1	145	290	436
RB_31306024	170	265	1	170	265	436
RB_31331375	167	266	1	2	167	434
RB_31358728	118	317	1	118	317	436
RB_31504922	212	198	1	25	212	411
RB_31516805	215	158	1	62	215	374
RB_31642444	167	247	1	21	167	415
RB_31657598	166	248	1	21	166	415
RB_31681861	389	1	46	389	1	436
RB_31701102	215	159	1	61	215	375
RB_31736133	172	217	1	46	172	390
RB_31737586	193	226	1	16	193	420
RB_31941783	391	1	44	391	1	436
RB_31984731	213	159	1	63	213	373
RB_32402084	227	166	1	42	227	394
RB_32531545	216	123	1	96	216	340
RB_32553307	201	199	1	35	201	401
RB_32698252	119	313	1	3	119	433
RB_32711249	80	346	1	9	80	427
RB_32726730	81	345	1	9	81	427
RB_3273690_	99	223	1	113	99	323
RB_32751652	216	219	1	216	219	436
RB_32814468	219	180	1	36	219	400
RB_32854273	62	373	1	62	373	436
RB_32907222	230	205	1	230	205	436
RB_32934800	41	394	1	41	394	436
RB_32999908	33	353	45	1	4	431
RB_3303962_	378	1	57	378	1	436
RB_33180045	213	159	1	63	213	373
RB_33263993	186	225	1	24	186	412
RB_33390300	172	244	1	19	172	417
RB_33397489	116	222	1	97	116	339
RB_33483733	215	220	1	215	220	436
RB_33506050	213	222	1	213	222	436
RB_33563721	43	392	1	43	392	436
RB_33663934	92	290	53	1	92	435
RB_33672910	88	346	1	1	88	435
RB_3420282_	119	315	1	1	119	435
RB_34437600	381	1	54	381	1	436
RB_3461705_	172	263	1	172	263	436
RB_3465402_	150	285	1	150	285	436
RB_34800048	65	370	1	65	370	436
RB_34921188	65	370	1	65	370	436
RB_34936228	224	158	1	53	224	383
RB_35134191	111	324	1	111	324	436
RB_35199556	119	316	1	119	316	436
RB_35202609	115	314	1	6	115	430
RB_35251020	189	244	1	2	189	434
RB_35615663	38	393	1	4	38	432
RB_35618016	193	222	1	20	193	416
RB_357151_L	129	301	1	5	129	431
RB_361822_L	217	197	1	21	217	415
RB_36217156	223	138	1	74	223	362
RB_36473196	177	241	1	17	177	419
RB_36483536	222	173	1	40	222	396
RB_36498250	222	176	1	37	222	399
RB_36510795	264	171	1	264	171	436
RB_36885663	3	298	39	1	95	340
RB_36931755	34	76	1	325	34	111
RB_37469684	229	169	1	37	229	399
RB_37548828	203	232	1	203	232	436
RB_3770859_	181	212	1	42	181	394
RB_3771454_	199	217	1	19	199	417
RB_38347479	213	197	1	25	213	411
RB_3847368_	186	181	1	68	186	368
RB_38921890	204	196	1	35	204	401
RB_39271679	37	398	1	37	398	436
RB_3942180_	207	171	1	57	207	379
RB_39505783	209	191	1	35	209	401
RB_39558990	37	398	1	37	398	436
RB_40016890	225	208	1	2	225	434
RB_40079809	230	182	1	23	230	413
RB_4034839_	93	329	1	13	93	423
RB_4041727_	94	327	1	14	94	422
RB_40449639	225	151	1	59	225	377
RB_406763_L	104	324	1	7	104	429
RB_41031897	288	1	147	288	1	436
RB_4161930_	118	317	1	118	317	436
RB_4173601_	180	255	1	180	255	436
RB_4208391_	221	214	1	221	214	436
RB_4223857_	221	214	1	221	214	436
RB_4273093_	217	187	1	31	217	405
RB_4303901_	139	289	1	7	139	429
RB_4372277_	105	330	1	105	330	436
RB_4377413_	102	333	1	102	333	436
RB_44674746	57	321	57	1	57	435
RB_45049266	81	344	1	10	81	426
RB_4574491_	51	384	1	51	384	436
RB_4578560_	127	291	1	17	127	419
RB_4580974_	127	291	1	17	127	419
RB_45923143	210	148	1	77	210	359
RB_4605949_	63	372	1	63	372	436
RB_46711004	188	179	1	68	188	368
RB_4685551_	207	204	1	24	207	412
RB_477972_L	43	392	1	43	392	436
RB_4957230_	228	179	1	28	228	408
RB_4993076_	212	135	1	88	212	348
RB_50036156	193	219	1	23	193	413
RB_51280174	42	393	1	42	393	436
RB_5159764_	99	240	96	1	99	435
RB_5166014_	371	1	64	371	1	436
RB_5173113_	49	386	1	49	386	436
RB_5208182_	97	242	96	1	97	435
RB_5243425_	215	133	1	87	215	349
RB_5314728_	174	261	1	174	261	436
RB_5387010_	84	351	1	84	351	436
RB_5391928_	45	390	1	45	390	436
RB_5394062_	44	391	1	44	391	436
RB_5434935_	184	178	1	73	184	363
RB_54500502	241	146	1	48	241	388
RB_5482687_	203	232	1	203	232	436
RB_55338420	85	224	1	126	85	310
RB_557285_L	218	168	1	49	218	387
RB_5601568_	179	204	1	52	179	384
RB_5659750_	50	385	1	50	385	436
RB_5665967_	176	184	1	75	176	361
RB_5689554_	362	1	73	362	1	436
RB_570740_L	126	218	91	1	126	435
RB_5724203_	53	352	29	1	1	434
RB_5831303_	46	389	1	46	389	436
RB_5842594_	85	349	1	1	85	435
RB_5879958_	185	227	1	23	185	413
RB_592309_L	180	255	1	180	255	436
RB_5923532_	81	354	1	81	354	436
RB_5937629_	225	210	1	225	210	436
RB_5981805_	103	320	1	12	103	424
RB_602461_L	73	218	126	1	18	417
RB_6220043_	208	138	1	89	208	347
RB_626221_L	187	246	1	2	187	434
RB_6266265_	232	91	1	112	232	324
RB_6288877_	103	322	1	10	103	426
RB_637380_L	189	245	1	1	189	435
RB_6466363_	227	208	1	227	208	436
RB_6482710_	227	208	1	227	208	436
RB_6558174_	49	265	23	1	98	337
RB_6561113_	126	231	1	78	126	358
RB_705112_L	115	320	1	115	320	436
RB_7121587_	95	338	1	2	95	434
RB_7138274_	257	178	1	257	178	436
RB_7140782_	235	157	1	43	235	393
RB_7165677_	221	179	1	35	221	401
RB_7178316_	126	298	1	11	126	425
RB_7255188_	215	1	220	215	1	436
RB_7261398_	361	1	74	361	1	436
RB_7347591_	48	386	1	1	48	435
RB_7363032_	128	292	1	15	128	421
RB_7402862_	176	214	1	45	176	391
RB_7407078_	96	324	1	15	96	421
RB_741541_L	169	265	1	1	169	435
RB_7623675_	251	184	1	251	184	436
RB_781089_L	43	392	1	43	392	436
RB_7992834_	207	151	1	77	207	359
RB_8345524_	73	362	1	73	362	436
RB_8352817_	242	193	1	242	193	436
RB_8392816_	99	335	1	1	99	435
RB_849833_L	186	229	1	20	186	416
RB_8503130_	104	295	36	1	104	435
RB_8516804_	140	260	35	1	140	435
RB_852820_L	3	261	171	1	3	435
RB_8552134_	73	362	1	73	362	436
RB_8557916_	92	329	1	14	92	422
RB_8619897_	217	181	1	37	217	399
RB_8682607_	185	245	1	5	185	431
RB_8827345_	159	257	1	19	159	417
RB_8928904_	224	210	1	1	224	435
RB_8933286_	213	172	1	50	213	386
RB_8972436_	235	200	1	235	200	436
RB_9067765_	213	182	1	40	213	396
RB_9085264_	98	336	1	1	98	435
RB_9091637_	232	202	1	1	232	435
RB_9141829_	159	213	60	1	3	432
RB_9251763_	372	1	63	372	1	436
RB_9390133_	155	280	1	155	280	436
RB_9480406_	98	337	1	98	337	436
RB_976750_L	87	220	128	1	87	435
RB_981417_L	224	176	1	35	224	401
RB_982733_L	84	351	1	84	351	436
RB_9996257_	128	273	34	1	128	435
RB_10281385	359	76	1	359	76	436
RB_10289990	279	137	1	19	279	417
RB_10528682	201	234	1	201	234	436
RB_1057933_	183	200	1	52	183	384
RB_10678809	338	97	1	338	97	436
RB_10707191	50	214	170	1	1	434
RB_1098793_	267	158	1	10	267	426
RB_11025706	212	221	1	2	212	434
RB_11306023	357	78	1	357	78	436
RB_1140009_	37	184	213	1	1	434
RB_11403959	119	224	1	92	119	344
RB_1149469_	180	237	1	18	180	418
RB_11729185	165	213	1	57	165	379
RB_11758165	364	67	1	4	364	432
RB_11824111	349	82	1	4	349	432
RB_1184953_	360	74	1	1	360	435
RB_11858982	147	242	1	46	147	390
RB_11950668	228	184	1	23	228	413
RB_11965366	367	68	1	367	68	436
RB_12053580	252	183	1	252	183	436
RB_12169230	261	174	1	261	174	436
RB_1225178_	356	1	79	356	1	436
RB_12309737	397	38	1	397	38	436
RB_12380727	396	38	1	1	396	435
RB_1240623_	219	216	1	219	216	436
RB_12456572	332	102	1	1	332	435
RB_12618986	325	102	1	8	325	428
