EV_Eve1_R422	FB_0000011	FB_0000517	FB_0000521	FB_0000529	FB_0000582	FB_0000870	FB_0000880	FB_0000978	FB_0000981	FB_0000984	FB_0000986	FB_0000988	FB_0000989	FB_0000993	FB_0000996	FB_0001462	FB_0001465	FB_0001467	FB_0001468	FB_0001475	FB_0002378	FB_0002632	FB_0002636	FB_0002637	FB_0002639	FB_0002649	FB_0002653	FB_0003079	FB_0003096	FB_0003104	FB_0003106	FB_0003107	FB_0003114	FB_0003118	FB_0003482	FB_0003485	FB_0003489	FB_0003490	FB_0003491	FB_0004014	FB_0004016	FB_0004019	FB_0004037	FB_0004038	FB_0004046	FB_0004993	FB_0005006	FB_0005008	FB_0005457	FB_0005458	FB_0005460	FB_0005956	FB_0005957	FB_0005958	FB_0005963	FB_0005966	FB_0005974	FB_0005980	FB_0007370	FB_0007375	FB_0007388	FB_0007623	FB_0007625	FB_0007631	FB_0007637	FB_0008274	FB_0008287	FB_0008291	FB_0008294	FB_0008612	FB_0008635	FB_0008637	FB_0009203	FB_0009209	FB_0009214	FB_0009218	FB_0009219	FB_0009220	FB_0009237	FB_0009256	FB_0009745	FB_0009751	FB_0009753	FB_0009773	FB_0010446	FB_0010458	FB_0010475	FB_0010610	FB_0010613	FB_0010620	FB_0010622	FB_0010624	FB_0010626	FB_0010630	FB_0011059	FB_0011074	FB_0011075	FB_0011077	(Other)
FxD_52	2876	4326	2786	551	2876	4326	2786	551	2876	4326	2786	551	2876	4326	2786	551	2876	4326	2786	551	2876	4326	2786	551	2876	4326	2786	551	2876	4326	2786	551	2876	4326	2786	551	2876	4326	2786	551	2876	4326	2786	551	2876	4326	2786	551	2876	4326	2786	551	2876	4326	2786	551	2876	4326	2786	551	2876	4326	2786	551	2876	4326	2786	551	2876	4326	2786	551	2876	4326	2786	551	2876	4326	2786	551	2876	4326	2786	551	2876	4326	2786	551	2876	4326	2786	551	2876	4326	2786	551	2876	4326	2786	551
FxD_53	2965	4259	2803	512	2965	4259	2803	512	2965	4259	2803	512	2965	4259	2803	512	2965	4259	2803	512	2965	4259	2803	512	2965	4259	2803	512	2965	4259	2803	512	2965	4259	2803	512	2965	4259	2803	512	2965	4259	2803	512	2965	4259	2803	512	2965	4259	2803	512	2965	4259	2803	512	2965	4259	2803	512	2965	4259	2803	512	2965	4259	2803	512	2965	4259	2803	512	2965	4259	2803	512	2965	4259	2803	512	2965	4259	2803	512	2965	4259	2803	512	2965	4259	2803	512	2965	4259	2803	512	2965	4259	2803	512
FxD_54	2943	4005	2841	750	2943	4005	2841	750	2943	4005	2841	750	2943	4005	2841	750	2943	4005	2841	750	2943	4005	2841	750	2943	4005	2841	750	2943	4005	2841	750	2943	4005	2841	750	2943	4005	2841	750	2943	4005	2841	750	2943	4005	2841	750	2943	4005	2841	750	2943	4005	2841	750	2943	4005	2841	750	2943	4005	2841	750	2943	4005	2841	750	2943	4005	2841	750	2943	4005	2841	750	2943	4005	2841	750	2943	4005	2841	750	2943	4005	2841	750	2943	4005	2841	750	2943	4005	2841	750	2943	4005	2841	750
FxD_55	2976	3907	2868	788	2976	3907	2868	788	2976	3907	2868	788	2976	3907	2868	788	2976	3907	2868	788	2976	3907	2868	788	2976	3907	2868	788	2976	3907	2868	788	2976	3907	2868	788	2976	3907	2868	788	2976	3907	2868	788	2976	3907	2868	788	2976	3907	2868	788	2976	3907	2868	788	2976	3907	2868	788	2976	3907	2868	788	2976	3907	2868	788	2976	3907	2868	788	2976	3907	2868	788	2976	3907	2868	788	2976	3907	2868	788	2976	3907	2868	788	2976	3907	2868	788	2976	3907	2868	788	2976	3907	2868	788
FxD_56	2860	4226	2767	686	2860	4226	2767	686	2860	4226	2767	686	2860	4226	2767	686	2860	4226	2767	686	2860	4226	2767	686	2860	4226	2767	686	2860	4226	2767	686	2860	4226	2767	686	2860	4226	2767	686	2860	4226	2767	686	2860	4226	2767	686	2860	4226	2767	686	2860	4226	2767	686	2860	4226	2767	686	2860	4226	2767	686	2860	4226	2767	686	2860	4226	2767	686	2860	4226	2767	686	2860	4226	2767	686	2860	4226	2767	686	2860	4226	2767	686	2860	4226	2767	686	2860	4226	2767	686	2860	4226	2767	686
FxD_57	2797	4295	2733	714	2797	4295	2733	714	2797	4295	2733	714	2797	4295	2733	714	2797	4295	2733	714	2797	4295	2733	714	2797	4295	2733	714	2797	4295	2733	714	2797	4295	2733	714	2797	4295	2733	714	2797	4295	2733	714	2797	4295	2733	714	2797	4295	2733	714	2797	4295	2733	714	2797	4295	2733	714	2797	4295	2733	714	2797	4295	2733	714	2797	4295	2733	714	2797	4295	2733	714	2797	4295	2733	714	2797	4295	2733	714	2797	4295	2733	714	2797	4295	2733	714	2797	4295	2733	714	2797	4295	2733	714
FxD_58	2941	4297	2808	493	2941	4297	2808	493	2941	4297	2808	493	2941	4297	2808	493	2941	4297	2808	493	2941	4297	2808	493	2941	4297	2808	493	2941	4297	2808	493	2941	4297	2808	493	2941	4297	2808	493	2941	4297	2808	493	2941	4297	2808	493	2941	4297	2808	493	2941	4297	2808	493	2941	4297	2808	493	2941	4297	2808	493	2941	4297	2808	493	2941	4297	2808	493	2941	4297	2808	493	2941	4297	2808	493	2941	4297	2808	493	2941	4297	2808	493	2941	4297	2808	493	2941	4297	2808	493	2941	4297	2808	493
FxD_59	2950	4121	2905	563	2950	4121	2905	563	2950	4121	2905	563	2950	4121	2905	563	2950	4121	2905	563	2950	4121	2905	563	2950	4121	2905	563	2950	4121	2905	563	2950	4121	2905	563	2950	4121	2905	563	2950	4121	2905	563	2950	4121	2905	563	2950	4121	2905	563	2950	4121	2905	563	2950	4121	2905	563	2950	4121	2905	563	2950	4121	2905	563	2950	4121	2905	563	2950	4121	2905	563	2950	4121	2905	563	2950	4121	2905	563	2950	4121	2905	563	2950	4121	2905	563	2950	4121	2905	563	2950	4121	2905	563
FxD_6	2772	4283	2695	789	2772	4283	2695	789	2772	4283	2695	789	2772	4283	2695	789	2772	4283	2695	789	2772	4283	2695	789	2772	4283	2695	789	2772	4283	2695	789	2772	4283	2695	789	2772	4283	2695	789	2772	4283	2695	789	2772	4283	2695	789	2772	4283	2695	789	2772	4283	2695	789	2772	4283	2695	789	2772	4283	2695	789	2772	4283	2695	789	2772	4283	2695	789	2772	4283	2695	789	2772	4283	2695	789	2772	4283	2695	789	2772	4283	2695	789	2772	4283	2695	789	2772	4283	2695	789	2772	4283	2695	789
FxD_60	3035	3846	2934	724	3035	3846	2934	724	3035	3846	2934	724	3035	3846	2934	724	3035	3846	2934	724	3035	3846	2934	724	3035	3846	2934	724	3035	3846	2934	724	3035	3846	2934	724	3035	3846	2934	724	3035	3846	2934	724	3035	3846	2934	724	3035	3846	2934	724	3035	3846	2934	724	3035	3846	2934	724	3035	3846	2934	724	3035	3846	2934	724	3035	3846	2934	724	3035	3846	2934	724	3035	3846	2934	724	3035	3846	2934	724	3035	3846	2934	724	3035	3846	2934	724	3035	3846	2934	724	3035	3846	2934	724
FxD_61	2717	4423	2650	749	2717	4423	2650	749	2717	4423	2650	749	2717	4423	2650	749	2717	4423	2650	749	2717	4423	2650	749	2717	4423	2650	749	2717	4423	2650	749	2717	4423	2650	749	2717	4423	2650	749	2717	4423	2650	749	2717	4423	2650	749	2717	4423	2650	749	2717	4423	2650	749	2717	4423	2650	749	2717	4423	2650	749	2717	4423	2650	749	2717	4423	2650	749	2717	4423	2650	749	2717	4423	2650	749	2717	4423	2650	749	2717	4423	2650	749	2717	4423	2650	749	2717	4423	2650	749	2717	4423	2650	749
FxD_62	2965	4190	2848	536	2965	4190	2848	536	2965	4190	2848	536	2965	4190	2848	536	2965	4190	2848	536	2965	4190	2848	536	2965	4190	2848	536	2965	4190	2848	536	2965	4190	2848	536	2965	4190	2848	536	2965	4190	2848	536	2965	4190	2848	536	2965	4190	2848	536	2965	4190	2848	536	2965	4190	2848	536	2965	4190	2848	536	2965	4190	2848	536	2965	4190	2848	536	2965	4190	2848	536	2965	4190	2848	536	2965	4190	2848	536	2965	4190	2848	536	2965	4190	2848	536	2965	4190	2848	536	2965	4190	2848	536
FxD_63	2691	4478	2685	685	2691	4478	2685	685	2691	4478	2685	685	2691	4478	2685	685	2691	4478	2685	685	2691	4478	2685	685	2691	4478	2685	685	2691	4478	2685	685	2691	4478	2685	685	2691	4478	2685	685	2691	4478	2685	685	2691	4478	2685	685	2691	4478	2685	685	2691	4478	2685	685	2691	4478	2685	685	2691	4478	2685	685	2691	4478	2685	685	2691	4478	2685	685	2691	4478	2685	685	2691	4478	2685	685	2691	4478	2685	685	2691	4478	2685	685	2691	4478	2685	685	2691	4478	2685	685	2691	4478	2685	685
FxD_64	3031	3794	2903	811	3031	3794	2903	811	3031	3794	2903	811	3031	3794	2903	811	3031	3794	2903	811	3031	3794	2903	811	3031	3794	2903	811	3031	3794	2903	811	3031	3794	2903	811	3031	3794	2903	811	3031	3794	2903	811	3031	3794	2903	811	3031	3794	2903	811	3031	3794	2903	811	3031	3794	2903	811	3031	3794	2903	811	3031	3794	2903	811	3031	3794	2903	811	3031	3794	2903	811	3031	3794	2903	811	3031	3794	2903	811	3031	3794	2903	811	3031	3794	2903	811	3031	3794	2903	811	3031	3794	2903	811
FxD_7	2306	5272	2319	642	2306	5272	2319	642	2306	5272	2319	642	2306	5272	2319	642	2306	5272	2319	642	2306	5272	2319	642	2306	5272	2319	642	2306	5272	2319	642	2306	5272	2319	642	2306	5272	2319	642	2306	5272	2319	642	2306	5272	2319	642	2306	5272	2319	642	2306	5272	2319	642	2306	5272	2319	642	2306	5272	2319	642	2306	5272	2319	642	2306	5272	2319	642	2306	5272	2319	642	2306	5272	2319	642	2306	5272	2319	642	2306	5272	2319	642	2306	5272	2319	642	2306	5272	2319	642	2306	5272	2319	642
FxD_8	2745	4690	2670	434	2745	4690	2670	434	2745	4690	2670	434	2745	4690	2670	434	2745	4690	2670	434	2745	4690	2670	434	2745	4690	2670	434	2745	4690	2670	434	2745	4690	2670	434	2745	4690	2670	434	2745	4690	2670	434	2745	4690	2670	434	2745	4690	2670	434	2745	4690	2670	434	2745	4690	2670	434	2745	4690	2670	434	2745	4690	2670	434	2745	4690	2670	434	2745	4690	2670	434	2745	4690	2670	434	2745	4690	2670	434	2745	4690	2670	434	2745	4690	2670	434	2745	4690	2670	434	2745	4690	2670	434
FxD_81	2802	4405	2723	609	2802	4405	2723	609	2802	4405	2723	609	2802	4405	2723	609	2802	4405	2723	609	2802	4405	2723	609	2802	4405	2723	609	2802	4405	2723	609	2802	4405	2723	609	2802	4405	2723	609	2802	4405	2723	609	2802	4405	2723	609	2802	4405	2723	609	2802	4405	2723	609	2802	4405	2723	609	2802	4405	2723	609	2802	4405	2723	609	2802	4405	2723	609	2802	4405	2723	609	2802	4405	2723	609	2802	4405	2723	609	2802	4405	2723	609	2802	4405	2723	609	2802	4405	2723	609	2802	4405	2723	609
FxD_82	2797	4455	2710	577	2797	4455	2710	577	2797	4455	2710	577	2797	4455	2710	577	2797	4455	2710	577	2797	4455	2710	577	2797	4455	2710	577	2797	4455	2710	577	2797	4455	2710	577	2797	4455	2710	577	2797	4455	2710	577	2797	4455	2710	577	2797	4455	2710	577	2797	4455	2710	577	2797	4455	2710	577	2797	4455	2710	577	2797	4455	2710	577	2797	4455	2710	577	2797	4455	2710	577	2797	4455	2710	577	2797	4455	2710	577	2797	4455	2710	577	2797	4455	2710	577	2797	4455	2710	577	2797	4455	2710	577
FxD_83	2829	4335	2750	625	2829	4335	2750	625	2829	4335	2750	625	2829	4335	2750	625	2829	4335	2750	625	2829	4335	2750	625	2829	4335	2750	625	2829	4335	2750	625	2829	4335	2750	625	2829	4335	2750	625	2829	4335	2750	625	2829	4335	2750	625	2829	4335	2750	625	2829	4335	2750	625	2829	4335	2750	625	2829	4335	2750	625	2829	4335	2750	625	2829	4335	2750	625	2829	4335	2750	625	2829	4335	2750	625	2829	4335	2750	625	2829	4335	2750	625	2829	4335	2750	625	2829	4335	2750	625	2829	4335	2750	625
FxD_84	2809	4528	2678	524	2809	4528	2678	524	2809	4528	2678	524	2809	4528	2678	524	2809	4528	2678	524	2809	4528	2678	524	2809	4528	2678	524	2809	4528	2678	524	2809	4528	2678	524	2809	4528	2678	524	2809	4528	2678	524	2809	4528	2678	524	2809	4528	2678	524	2809	4528	2678	524	2809	4528	2678	524	2809	4528	2678	524	2809	4528	2678	524	2809	4528	2678	524	2809	4528	2678	524	2809	4528	2678	524	2809	4528	2678	524	2809	4528	2678	524	2809	4528	2678	524	2809	4528	2678	524	2809	4528	2678	524
FxD_85	2797	4441	2733	568	2797	4441	2733	568	2797	4441	2733	568	2797	4441	2733	568	2797	4441	2733	568	2797	4441	2733	568	2797	4441	2733	568	2797	4441	2733	568	2797	4441	2733	568	2797	4441	2733	568	2797	4441	2733	568	2797	4441	2733	568	2797	4441	2733	568	2797	4441	2733	568	2797	4441	2733	568	2797	4441	2733	568	2797	4441	2733	568	2797	4441	2733	568	2797	4441	2733	568	2797	4441	2733	568	2797	4441	2733	568	2797	4441	2733	568	2797	4441	2733	568	2797	4441	2733	568	2797	4441	2733	568
FxD_86	2909	4064	2865	701	2909	4064	2865	701	2909	4064	2865	701	2909	4064	2865	701	2909	4064	2865	701	2909	4064	2865	701	2909	4064	2865	701	2909	4064	2865	701	2909	4064	2865	701	2909	4064	2865	701	2909	4064	2865	701	2909	4064	2865	701	2909	4064	2865	701	2909	4064	2865	701	2909	4064	2865	701	2909	4064	2865	701	2909	4064	2865	701	2909	4064	2865	701	2909	4064	2865	701	2909	4064	2865	701	2909	4064	2865	701	2909	4064	2865	701	2909	4064	2865	701	2909	4064	2865	701	2909	4064	2865	701
FxD_87	2994	4027	2908	610	2994	4027	2908	610	2994	4027	2908	610	2994	4027	2908	610	2994	4027	2908	610	2994	4027	2908	610	2994	4027	2908	610	2994	4027	2908	610	2994	4027	2908	610	2994	4027	2908	610	2994	4027	2908	610	2994	4027	2908	610	2994	4027	2908	610	2994	4027	2908	610	2994	4027	2908	610	2994	4027	2908	610	2994	4027	2908	610	2994	4027	2908	610	2994	4027	2908	610	2994	4027	2908	610	2994	4027	2908	610	2994	4027	2908	610	2994	4027	2908	610	2994	4027	2908	610	2994	4027	2908	610
FxD_88	2715	4613	2684	527	2715	4613	2684	527	2715	4613	2684	527	2715	4613	2684	527	2715	4613	2684	527	2715	4613	2684	527	2715	4613	2684	527	2715	4613	2684	527	2715	4613	2684	527	2715	4613	2684	527	2715	4613	2684	527	2715	4613	2684	527	2715	4613	2684	527	2715	4613	2684	527	2715	4613	2684	527	2715	4613	2684	527	2715	4613	2684	527	2715	4613	2684	527	2715	4613	2684	527	2715	4613	2684	527	2715	4613	2684	527	2715	4613	2684	527	2715	4613	2684	527	2715	4613	2684	527	2715	4613	2684	527
FxD_89	2924	4293	2864	458	2924	4293	2864	458	2924	4293	2864	458	2924	4293	2864	458	2924	4293	2864	458	2924	4293	2864	458	2924	4293	2864	458	2924	4293	2864	458	2924	4293	2864	458	2924	4293	2864	458	2924	4293	2864	458	2924	4293	2864	458	2924	4293	2864	458	2924	4293	2864	458	2924	4293	2864	458	2924	4293	2864	458	2924	4293	2864	458	2924	4293	2864	458	2924	4293	2864	458	2924	4293	2864	458	2924	4293	2864	458	2924	4293	2864	458	2924	4293	2864	458	2924	4293	2864	458	2924	4293	2864	458
FxD_9	2923	4136	2767	713	2923	4136	2767	713	2923	4136	2767	713	2923	4136	2767	713	2923	4136	2767	713	2923	4136	2767	713	2923	4136	2767	713	2923	4136	2767	713	2923	4136	2767	713	2923	4136	2767	713	2923	4136	2767	713	2923	4136	2767	713	2923	4136	2767	713	2923	4136	2767	713	2923	4136	2767	713	2923	4136	2767	713	2923	4136	2767	713	2923	4136	2767	713	2923	4136	2767	713	2923	4136	2767	713	2923	4136	2767	713	2923	4136	2767	713	2923	4136	2767	713	2923	4136	2767	713	2923	4136	2767	713
FxD_90	2662	4534	2648	695	2662	4534	2648	695	2662	4534	2648	695	2662	4534	2648	695	2662	4534	2648	695	2662	4534	2648	695	2662	4534	2648	695	2662	4534	2648	695	2662	4534	2648	695	2662	4534	2648	695	2662	4534	2648	695	2662	4534	2648	695	2662	4534	2648	695	2662	4534	2648	695	2662	4534	2648	695	2662	4534	2648	695	2662	4534	2648	695	2662	4534	2648	695	2662	4534	2648	695	2662	4534	2648	695	2662	4534	2648	695	2662	4534	2648	695	2662	4534	2648	695	2662	4534	2648	695	2662	4534	2648	695
FxD_91	2974	4006	2934	625	2974	4006	2934	625	2974	4006	2934	625	2974	4006	2934	625	2974	4006	2934	625	2974	4006	2934	625	2974	4006	2934	625	2974	4006	2934	625	2974	4006	2934	625	2974	4006	2934	625	2974	4006	2934	625	2974	4006	2934	625	2974	4006	2934	625	2974	4006	2934	625	2974	4006	2934	625	2974	4006	2934	625	2974	4006	2934	625	2974	4006	2934	625	2974	4006	2934	625	2974	4006	2934	625	2974	4006	2934	625	2974	4006	2934	625	2974	4006	2934	625	2974	4006	2934	625	2974	4006	2934	625
FxD_92	2829	4458	2716	536	2829	4458	2716	536	2829	4458	2716	536	2829	4458	2716	536	2829	4458	2716	536	2829	4458	2716	536	2829	4458	2716	536	2829	4458	2716	536	2829	4458	2716	536	2829	4458	2716	536	2829	4458	2716	536	2829	4458	2716	536	2829	4458	2716	536	2829	4458	2716	536	2829	4458	2716	536	2829	4458	2716	536	2829	4458	2716	536	2829	4458	2716	536	2829	4458	2716	536	2829	4458	2716	536	2829	4458	2716	536	2829	4458	2716	536	2829	4458	2716	536	2829	4458	2716	536	2829	4458	2716	536
FxD_93	2943	3999	2913	684	2943	3999	2913	684	2943	3999	2913	684	2943	3999	2913	684	2943	3999	2913	684	2943	3999	2913	684	2943	3999	2913	684	2943	3999	2913	684	2943	3999	2913	684	2943	3999	2913	684	2943	3999	2913	684	2943	3999	2913	684	2943	3999	2913	684	2943	3999	2913	684	2943	3999	2913	684	2943	3999	2913	684	2943	3999	2913	684	2943	3999	2913	684	2943	3999	2913	684	2943	3999	2913	684	2943	3999	2913	684	2943	3999	2913	684	2943	3999	2913	684	2943	3999	2913	684	2943	3999	2913	684
Name_new	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10440
FxG_Fuji	2870	4761	2797	111	2870	4761	2797	111	2870	4761	2797	111	2870	4761	2797	111	2870	4761	2797	111	2870	4761	2797	111	2870	4761	2797	111	2870	4761	2797	111	2870	4761	2797	111	2870	4761	2797	111	2870	4761	2797	111	2870	4761	2797	111	2870	4761	2797	111	2870	4761	2797	111	2870	4761	2797	111	2870	4761	2797	111	2870	4761	2797	111	2870	4761	2797	111	2870	4761	2797	111	2870	4761	2797	111	2870	4761	2797	111	2870	4761	2797	111	2870	4761	2797	111	2870	4761	2797	111	2870	4761	2797	111
FxG_Golden	2317	5878	2210	134	2317	5878	2210	134	2317	5878	2210	134	2317	5878	2210	134	2317	5878	2210	134	2317	5878	2210	134	2317	5878	2210	134	2317	5878	2210	134	2317	5878	2210	134	2317	5878	2210	134	2317	5878	2210	134	2317	5878	2210	134	2317	5878	2210	134	2317	5878	2210	134	2317	5878	2210	134	2317	5878	2210	134	2317	5878	2210	134	2317	5878	2210	134	2317	5878	2210	134	2317	5878	2210	134	2317	5878	2210	134	2317	5878	2210	134	2317	5878	2210	134	2317	5878	2210	134	2317	5878	2210	134
FxG_1	2531	4767	2497	744	2531	4767	2497	744	2531	4767	2497	744	2531	4767	2497	744	2531	4767	2497	744	2531	4767	2497	744	2531	4767	2497	744	2531	4767	2497	744	2531	4767	2497	744	2531	4767	2497	744	2531	4767	2497	744	2531	4767	2497	744	2531	4767	2497	744	2531	4767	2497	744	2531	4767	2497	744	2531	4767	2497	744	2531	4767	2497	744	2531	4767	2497	744	2531	4767	2497	744	2531	4767	2497	744	2531	4767	2497	744	2531	4767	2497	744	2531	4767	2497	744	2531	4767	2497	744	2531	4767	2497	744
FxG_2	2898	4235	2805	601	2898	4235	2805	601	2898	4235	2805	601	2898	4235	2805	601	2898	4235	2805	601	2898	4235	2805	601	2898	4235	2805	601	2898	4235	2805	601	2898	4235	2805	601	2898	4235	2805	601	2898	4235	2805	601	2898	4235	2805	601	2898	4235	2805	601	2898	4235	2805	601	2898	4235	2805	601	2898	4235	2805	601	2898	4235	2805	601	2898	4235	2805	601	2898	4235	2805	601	2898	4235	2805	601	2898	4235	2805	601	2898	4235	2805	601	2898	4235	2805	601	2898	4235	2805	601	2898	4235	2805	601
FxG_3	2573	4773	2565	628	2573	4773	2565	628	2573	4773	2565	628	2573	4773	2565	628	2573	4773	2565	628	2573	4773	2565	628	2573	4773	2565	628	2573	4773	2565	628	2573	4773	2565	628	2573	4773	2565	628	2573	4773	2565	628	2573	4773	2565	628	2573	4773	2565	628	2573	4773	2565	628	2573	4773	2565	628	2573	4773	2565	628	2573	4773	2565	628	2573	4773	2565	628	2573	4773	2565	628	2573	4773	2565	628	2573	4773	2565	628	2573	4773	2565	628	2573	4773	2565	628	2573	4773	2565	628	2573	4773	2565	628
FxG_4	2516	4655	2458	910	2516	4655	2458	910	2516	4655	2458	910	2516	4655	2458	910	2516	4655	2458	910	2516	4655	2458	910	2516	4655	2458	910	2516	4655	2458	910	2516	4655	2458	910	2516	4655	2458	910	2516	4655	2458	910	2516	4655	2458	910	2516	4655	2458	910	2516	4655	2458	910	2516	4655	2458	910	2516	4655	2458	910	2516	4655	2458	910	2516	4655	2458	910	2516	4655	2458	910	2516	4655	2458	910	2516	4655	2458	910	2516	4655	2458	910	2516	4655	2458	910	2516	4655	2458	910	2516	4655	2458	910
FxG_5	2885	4110	2856	688	2885	4110	2856	688	2885	4110	2856	688	2885	4110	2856	688	2885	4110	2856	688	2885	4110	2856	688	2885	4110	2856	688	2885	4110	2856	688	2885	4110	2856	688	2885	4110	2856	688	2885	4110	2856	688	2885	4110	2856	688	2885	4110	2856	688	2885	4110	2856	688	2885	4110	2856	688	2885	4110	2856	688	2885	4110	2856	688	2885	4110	2856	688	2885	4110	2856	688	2885	4110	2856	688	2885	4110	2856	688	2885	4110	2856	688	2885	4110	2856	688	2885	4110	2856	688	2885	4110	2856	688
FxG_6	2850	4375	2730	584	2850	4375	2730	584	2850	4375	2730	584	2850	4375	2730	584	2850	4375	2730	584	2850	4375	2730	584	2850	4375	2730	584	2850	4375	2730	584	2850	4375	2730	584	2850	4375	2730	584	2850	4375	2730	584	2850	4375	2730	584	2850	4375	2730	584	2850	4375	2730	584	2850	4375	2730	584	2850	4375	2730	584	2850	4375	2730	584	2850	4375	2730	584	2850	4375	2730	584	2850	4375	2730	584	2850	4375	2730	584	2850	4375	2730	584	2850	4375	2730	584	2850	4375	2730	584	2850	4375	2730	584
FxG_7	2802	4212	2632	893	2802	4212	2632	893	2802	4212	2632	893	2802	4212	2632	893	2802	4212	2632	893	2802	4212	2632	893	2802	4212	2632	893	2802	4212	2632	893	2802	4212	2632	893	2802	4212	2632	893	2802	4212	2632	893	2802	4212	2632	893	2802	4212	2632	893	2802	4212	2632	893	2802	4212	2632	893	2802	4212	2632	893	2802	4212	2632	893	2802	4212	2632	893	2802	4212	2632	893	2802	4212	2632	893	2802	4212	2632	893	2802	4212	2632	893	2802	4212	2632	893	2802	4212	2632	893	2802	4212	2632	893
FxG_8	2775	4424	2693	647	2775	4424	2693	647	2775	4424	2693	647	2775	4424	2693	647	2775	4424	2693	647	2775	4424	2693	647	2775	4424	2693	647	2775	4424	2693	647	2775	4424	2693	647	2775	4424	2693	647	2775	4424	2693	647	2775	4424	2693	647	2775	4424	2693	647	2775	4424	2693	647	2775	4424	2693	647	2775	4424	2693	647	2775	4424	2693	647	2775	4424	2693	647	2775	4424	2693	647	2775	4424	2693	647	2775	4424	2693	647	2775	4424	2693	647	2775	4424	2693	647	2775	4424	2693	647	2775	4424	2693	647
FxG_9	2997	4068	2829	645	2997	4068	2829	645	2997	4068	2829	645	2997	4068	2829	645	2997	4068	2829	645	2997	4068	2829	645	2997	4068	2829	645	2997	4068	2829	645	2997	4068	2829	645	2997	4068	2829	645	2997	4068	2829	645	2997	4068	2829	645	2997	4068	2829	645	2997	4068	2829	645	2997	4068	2829	645	2997	4068	2829	645	2997	4068	2829	645	2997	4068	2829	645	2997	4068	2829	645	2997	4068	2829	645	2997	4068	2829	645	2997	4068	2829	645	2997	4068	2829	645	2997	4068	2829	645	2997	4068	2829	645
FxG_10	2793	4482	2683	581	2793	4482	2683	581	2793	4482	2683	581	2793	4482	2683	581	2793	4482	2683	581	2793	4482	2683	581	2793	4482	2683	581	2793	4482	2683	581	2793	4482	2683	581	2793	4482	2683	581	2793	4482	2683	581	2793	4482	2683	581	2793	4482	2683	581	2793	4482	2683	581	2793	4482	2683	581	2793	4482	2683	581	2793	4482	2683	581	2793	4482	2683	581	2793	4482	2683	581	2793	4482	2683	581	2793	4482	2683	581	2793	4482	2683	581	2793	4482	2683	581	2793	4482	2683	581	2793	4482	2683	581
FxG_11	2802	4335	2747	655	2802	4335	2747	655	2802	4335	2747	655	2802	4335	2747	655	2802	4335	2747	655	2802	4335	2747	655	2802	4335	2747	655	2802	4335	2747	655	2802	4335	2747	655	2802	4335	2747	655	2802	4335	2747	655	2802	4335	2747	655	2802	4335	2747	655	2802	4335	2747	655	2802	4335	2747	655	2802	4335	2747	655	2802	4335	2747	655	2802	4335	2747	655	2802	4335	2747	655	2802	4335	2747	655	2802	4335	2747	655	2802	4335	2747	655	2802	4335	2747	655	2802	4335	2747	655	2802	4335	2747	655
FxG_12	2748	4654	2603	534	2748	4654	2603	534	2748	4654	2603	534	2748	4654	2603	534	2748	4654	2603	534	2748	4654	2603	534	2748	4654	2603	534	2748	4654	2603	534	2748	4654	2603	534	2748	4654	2603	534	2748	4654	2603	534	2748	4654	2603	534	2748	4654	2603	534	2748	4654	2603	534	2748	4654	2603	534	2748	4654	2603	534	2748	4654	2603	534	2748	4654	2603	534	2748	4654	2603	534	2748	4654	2603	534	2748	4654	2603	534	2748	4654	2603	534	2748	4654	2603	534	2748	4654	2603	534	2748	4654	2603	534
FxG_13	2899	4200	2832	608	2899	4200	2832	608	2899	4200	2832	608	2899	4200	2832	608	2899	4200	2832	608	2899	4200	2832	608	2899	4200	2832	608	2899	4200	2832	608	2899	4200	2832	608	2899	4200	2832	608	2899	4200	2832	608	2899	4200	2832	608	2899	4200	2832	608	2899	4200	2832	608	2899	4200	2832	608	2899	4200	2832	608	2899	4200	2832	608	2899	4200	2832	608	2899	4200	2832	608	2899	4200	2832	608	2899	4200	2832	608	2899	4200	2832	608	2899	4200	2832	608	2899	4200	2832	608	2899	4200	2832	608
FxG_14	2757	4154	2629	999	2757	4154	2629	999	2757	4154	2629	999	2757	4154	2629	999	2757	4154	2629	999	2757	4154	2629	999	2757	4154	2629	999	2757	4154	2629	999	2757	4154	2629	999	2757	4154	2629	999	2757	4154	2629	999	2757	4154	2629	999	2757	4154	2629	999	2757	4154	2629	999	2757	4154	2629	999	2757	4154	2629	999	2757	4154	2629	999	2757	4154	2629	999	2757	4154	2629	999	2757	4154	2629	999	2757	4154	2629	999	2757	4154	2629	999	2757	4154	2629	999	2757	4154	2629	999	2757	4154	2629	999
